,At,Sentimen,Review,Bintang,Aspek,data_cleaned_aspek
896,2019-10-07 08:42:54,1,Seneng klo lg ada diskon hehe,5,Layanan,diskon
897,2019-10-07 08:39:41,-1,"Saya kasih bintang lima lagi nanti setelah barang Order Number :HBXIMYEVG saya sampai ,sudah lebih dri satu minggu 😭 dan saya belanja lebih dari 5 item..sedikit kecewa sih",1,Layanan,number hbximyevg belanja kecewa
898,2019-10-07 07:37:37,1,trusted banget. ori barangnya. gampang bgt gunain appsnya untuk belanja. sering2 ngasih voucher ya,4,Produk,trusted original mudah belanja ya
899,2019-10-07 04:48:28,1,Aplikasi cocok banget buat kamu yang suka dunia skin care,5,Produk,cocok suka dunia care
900,2019-10-07 03:41:33,1,"Soco bagus, desain aplikasi semakin menarik, banyak promo yang menguntungkan dan selalu ada inovasi baru",5,Layanan,soco bagus desain tarik promo untung inovasi
901,2019-10-07 01:47:42,1,Mantappp,5,Lainnya,mantap
902,2019-10-06 22:45:19,0,Update mulukkk sihh..... Belum ad.sebulan udh update berkali2 🤔,3,Tampilan,update ad update
903,2019-10-06 16:01:27,1,Baguss,5,Lainnya,bagus
904,2019-10-06 10:32:45,1,Ok,5,Lainnya,
905,2019-10-06 09:13:43,-1,Aplikasi ngga berguna. Sering logout sendiri berulang-ulang. Mana pengiriman lama lagi. Mending beli di Shopee atau JD.ID,1,Tampilan,logout beli shopee jd id
906,2019-10-06 04:41:58,1,😁😁😁😁,5,Lainnya,
907,2019-10-06 03:37:34,1,Bagus,4,Lainnya,bagus
908,2019-10-06 01:19:06,-1,Sociolla?!! Entah apa yg merasuki muuu😭 ko minta apdet mulu pdhl udh di updet brp minggu lalu jd menyulitkan cs nih ya monmaap🙃,1,Tampilan,rasuk muu pinta update update sulit customer service ya monmaap
909,2019-10-06 00:56:12,1,Suka!,5,Lainnya,suka
910,2019-10-06 00:14:18,1,Bermanfaat banget,5,Lainnya,manfaat
911,2019-10-06 00:10:44,0,"Kok kayanya sering bgt update sih, bikin gak nyaman aja",3,Tampilan,update nyaman
912,2019-10-05 22:51:04,-1,"Aplikasihnya kalau dibuka slalu minta diupdate terus, sebel.",1,Tampilan,buka pinta diupdate kesal
913,2019-10-05 22:32:28,1,Keren aplikasinya,5,Lainnya,keren
914,2019-10-05 22:31:52,1,Bagus,4,Lainnya,bagus
915,2019-10-05 22:25:39,-1,Kenapa stuck di scan code qr? Gabisa kemana mana nih. Yampun. Bintng 1 dulu,1,Tampilan,stuck scan code qr ya ampun
916,2019-10-05 22:15:52,1,Baguuisss,5,Lainnya,bagus
917,2019-10-05 21:09:07,-1,"kenapa sih pas dibuka sllux minta diupgrade, huuff payah",2,Tampilan,buka pinta diupgrade kecewa payah
918,2019-10-05 20:46:54,1,Payment nya bisa lewat apa aja? Aku blm dnlt,5,Lainnya,payment
919,2019-10-05 17:10:15,0,Kenapa yaa apk nya minta update trs. Hoaaaa,3,Tampilan,ya pinta update kecewa
920,2019-10-05 16:28:53,1,i love it so much,5,Lainnya,love it so much
921,2019-10-05 16:22:21,0,Males bngt harus update tiap masuk app,3,Tampilan,males update masuk
922,2019-10-05 14:50:01,1,Membantu aku banget yang lagi belajar merawat diri lebih baik lagi dan menjadi smart memilih produk yang aman,5,Produk,bantu ajar rawat smart pilih produk aman
923,2019-10-05 14:22:39,-1,"Aplikasinya minta di update mulu anjir, emng ada apaan si klo di update kek nya sma aja da kg ada ngaruh ngaruh nya, mlh bkin kuota abis gara"" minta di update mlu , kesel da😤",1,Tampilan,pinta update anjir update ngaruh ngaruh kuota habis gara pinta update mlu kesal da
924,2019-10-05 12:38:47,-1,"Gemes banget minta update mulu tiap buka apps ini. Padahal sungguh suka banget sm appsnya, barangnya good, diskonnya selalu lebih murah dr toko lain. Walau kadang waktu pengirimannya ga stabil, pernah kaget sehari udh sampe tp pernah juga 5-7 hari baru sampe. Semoga diperbaiki layaaa biar ga update muluu.",1,Layanan,pinta update buka suka good diskon murah toko stabil kejut sampe  5 - 7  sampe moga ya update
925,2019-10-05 12:26:19,-1,Update Mulu aplikasi nya,2,Tampilan,update
926,2019-10-05 11:35:05,1,mau checkout gabisa mulu.,4,Tampilan,
927,2019-10-05 11:11:17,-1,Minta update terus memuarii,1,Tampilan,pinta update puas
928,2019-10-05 10:03:45,-1,Setiap buka aplikasinya sll minta diupdate repot banget,1,Tampilan,buka pinta diupdate sulit
929,2019-10-05 08:24:20,-1,Gbisa login error input trosss,1,Tampilan,error input
930,2019-10-05 07:08:04,1,"Soco menjual barang yg ori, saya suka menggunakan soco untuk membeli semua skincare saya dengan Harga yg sering diskon dan sering gratis ongkir keseluruh indonesia, terimakasih soco",5,Produk,soco jual original suka soco beli skincare harga diskon indonesia soco
931,2019-10-05 05:48:53,1,"Lumayan bagus, penanganan cepat",5,Layanan,bagus tangan cepat
932,2019-10-04 23:01:45,1,"Membantu sekali dalam pemilihan skin care, seputar kecantikan, dan mempermudah pembelian produk-produk kecantikan. Sekaligus aplikasi terpercaya dalam hal kecantikan. Selalu memberikan prlayanan terbaik untuk pelanggannya, seperti pemberian potongan harha yang memikat hati wanita tentunya. Terima kasih Sociolla!",5,Produk,bantu pilih care putar cantik mudah beli produk cantik percaya cantik layan langgan potong harga mikat wanita
933,2019-10-04 21:59:38,1,Olshop terlengkap 👍,5,Produk,online shop lengkap
934,2019-10-04 20:13:27,1,Good,5,Lainnya,good
935,2019-10-04 18:36:05,1,Memanjakan wanita jadi gak perlu keluar rumah make up yg datang ke rumah barang nya juga terjamin,5,Layanan,manja wanita rumah make up rumah jamin
936,2019-10-04 15:17:59,-1,"Sorry bintang 1, kecewa sama pengirimannya, baru kali ini belanja online selama ini prosesnya, 1 minggu pesanan diproses, hari ke 8 baru dikirim, aplikasi juga kok harus diupdate tiap minggu",1,Layanan,sorry kecewa belanja online proses proses diupdate
937,2019-10-04 13:02:01,-1,"Sering banget minta update, itu ngeganggu banget setiap buka masa update mulu dongkol lama lama",1,Tampilan,pinta update ganggu buka update kesal
938,2019-10-04 11:24:09,-1,Mintak updet mulu,1,Tampilan,update
939,2019-10-04 09:07:00,0,Sering banget diminta update aplikasinya,3,Tampilan,update
940,2019-10-04 08:39:53,1,"Sering adain promo gede, gratis ongkir ya soco",4,Layanan,adain promo gede ya soco
941,2019-10-04 08:36:15,1,"Aplikasi market place kecantikan terpopuler,lengkap dengan review, mudah dipahami",5,Produk,market place cantik populer lengkap mudah
942,2019-10-04 05:14:31,-1,"Aplikasi yang sering force close, butuh bolak balik login dan kadang susah. Begitu order barang gak sampe, sampe skrg barang belom datang padahal udh bayar .. ini dah hari ke 5. Tulisannya order progress terus dr hari pertama sampe hari ke 5 ini. Kecewa bgt klo barang sampe gk datang.",1,Tampilan,force close sulit sampe sampe bom bayar sampe kecewa sampe
943,2019-10-04 04:36:48,1,Cpt babget pembaharuan. Baru bbrp hri kmren pembaharuan skeg pembaharuan lagi. Pdahal belanja d sink tuh enk. Keganggu ajah sma pembaharuan yg sering bangeettt.,4,Tampilan,cepat baharu hri kmren baharu baharu belanja ganggu baharu bangeett
944,2019-10-04 00:54:12,1,good,5,Lainnya,good
945,2019-10-03 23:53:18,1,"Sukaa bangettt, sangat ngebantuuu",5,Lainnya,sukaa bantu
946,2019-10-03 17:45:25,1,Sociolla membantu banget dalam hal membeli skincare dan make up. Nggak usah takut kw. Dijamin ori,5,Produk,bantu beli skincare make up palsu jamin original
947,2019-10-03 15:32:17,1,Sudah terlalu sering beli disini sihh kalo pas ada diskin produk2 yg sering aku pake...,5,Produk,beli diskin produk
948,2019-10-03 15:14:36,1,"tampilannya sangat bagus dan menarik namun ada kesulitan saat mereview, banyak produk yang ga muncul.",4,Tampilan,tampil bagus tarik sulit produk
949,2019-10-03 15:06:56,-1,Selalu minta update. Ntah apa,1,Tampilan,pinta update
950,2019-10-03 14:53:22,0,Update terossss,3,Tampilan,update
951,2019-10-03 13:35:59,1,"Murah, tapi pengiriman lama padahal nungguin",4,Layanan,murah nungguin
952,2019-10-03 12:45:14,1,Good,5,Lainnya,good
953,2019-10-03 12:15:19,0,Kenapa sekarang tiap 2x seminggu diminta up date trs ya?,3,Tampilan,up date ya
954,2019-10-03 10:56:30,1,Bagus,5,Lainnya,bagus
955,2019-10-03 09:44:11,1,Suka banget sama aplikasinyaaa❤❤❤❤,5,Lainnya,suka aplikasinyaa
956,2019-10-03 07:39:15,0,update mulu anjer. dan semoga produknya lebih lengkap lagi. thanks.,3,Tampilan,update moga produk lengkap
957,2019-10-03 07:38:36,1,"Suka banget belanja disoco, barangnya semua ori dan cara pemesanannya sangat praktis. Tapi sayang apk ini sering banget minta update padahal blm ada seminggu sdh minta update lagi wkwk",5,Produk,suka belanja soco original mesan praktis pinta update pinta update
958,2019-10-03 04:32:33,-1,"Update mulu-_- ga nyampe sebulan udah disuruh update 3x an, kalo gak diupdate gabisa dipake sama sekali, ksl lama lama",2,Tampilan,update nyampe udah suruh update an diupdate kesal
959,2019-10-03 00:38:11,0,Susah bgt mau buat review tiap mau klik produk pasti ngehang so sad:(,3,Tampilan,sulit produk ngehang so sad
960,2019-10-02 20:20:15,0,Kenapa sii minta update mulu,3,Tampilan,sii pinta update
961,2019-10-02 20:08:52,1,"Selama berbelanja di sociolla ga pernah deh kecewa sama produk2nya, semua dijamin ori👌. Iyaa c terkadang ada keterlambatandi pengiriman, tp its ok selama produk yg aku order sampai ke rumah dgn selamat😘❤. Huhu😭😭😭..suami bilang katanya aku udah kecanduan belanja online",5,Produk,belanja kecewa produk 2 nya jamin ori lambat its produk rumah selamat huhu suami udah candu belanja online
962,2019-10-02 19:29:07,0,Baru 2 hari yang lalu di update sekarang harus di update lagi.,3,Tampilan,update update
963,2019-10-02 16:53:44,1,Ok it's good enough,4,Lainnya,it good enough
964,2019-10-02 15:11:06,-1,"Sering banget update , males",1,Tampilan,update males
965,2019-10-02 15:06:26,-1,Gajelas update mulu nih aplikasi kzl,1,Tampilan,update kesal
966,2019-10-02 13:53:20,1,Baik,5,Lainnya,
967,2019-10-02 13:37:57,1,aplikasinya bug. Tiap buka detail product keluar sendiri,5,Tampilan,bug buka detail product
968,2019-10-02 12:44:35,1,Ok,5,Lainnya,
969,2019-10-02 12:20:34,-1,"Dikit dikit update dikit dikit update, hah jangan gitu lah",1,Tampilan,dikit dikit update dikit dikit update hah
970,2019-10-02 11:01:18,0,gabisa login,3,Tampilan,
971,2019-10-02 10:58:06,-1,Kurang suka dengan kualitas aplikasinya baru di upgrade uda disuruh upgrade lagi,1,Tampilan,suka kualitas upgrade suruh upgrade
972,2019-10-02 09:32:44,-1,"Apaansih ini app dikit2 minta update terus, bikin ribet aja",2,Tampilan,dikit pinta update sulit
973,2019-10-02 07:21:35,0,Pengiriman super lama. App sering eror,3,Layanan,super error
974,2019-10-02 05:50:48,1,Terbaikk selaluu ❤❤❤💛💛💛💛,5,Lainnya,
975,2019-10-02 04:42:18,0,Tiap buka diminta update,3,Tampilan,buka update
976,2019-10-02 01:02:00,1,Belanja jdi gampang sekarang Adain promo socoapp50 lgi dong ka wkwk😂,4,Layanan,belanja mudah adain promo socoapp 50  wkwk
977,2019-10-01 22:46:03,1,Good,5,Lainnya,good
978,2019-10-01 22:05:18,1,Aplikasi yang sangat membantu dalam mencari produk kecantikan dengan harga bersahabat,5,Produk,bantu cari produk cantik harga sahabat
979,2019-10-01 21:49:54,1,Nice place to shopping my skincare needs...,5,Lainnya,nice place shopping my skincare needs
980,2019-10-01 21:15:02,-1,Jlk bgt dikit2 update,1,Tampilan,jelek dikit update
981,2019-10-01 20:40:45,-1,Harus update app terus anjay beda banget sama yg lain lama2 uninstal aj deh :v,1,Tampilan,update beda uninstall
982,2019-10-01 20:15:51,-1,Sering bgt minta di update,2,Tampilan,pinta update
983,2019-10-01 19:51:39,-1,pesanan saya sudah 2 hari tidak sampe dan saya juga tidak tahu bagaimana ngecek nyaa kapan sampenya barang saya,2,Layanan,sampe ecek
984,2019-10-01 19:46:01,-1,TERLALU SERING MINTA DI UPDATE .. KL GK DI UPDATE GK BS KEBUKA !! CKCKKCK,1,Tampilan,pinta update update buka
985,2019-10-01 19:28:29,0,"Harus banget di update, kalo ga punya kuota ya kita belanja di lain tempat 😑",3,Tampilan,update kuota ya belanja
986,2019-10-01 19:01:48,-1,Baru download jam 17:00 eh jam 19:01 udah suruh update ih,2,Tampilan,jam  17   00  jam  19   01  udah perintah update
987,2019-10-01 18:37:08,1,Update terosss.. Bkin boros kuota,4,Tampilan,update boros kuota
988,2019-10-01 18:21:01,1,"bagus sih, perasaan dalam sebulan update ada kali nyampe 10 kali heran update mulu ih.",5,Tampilan,bagus asa update nyampe  10  update
989,2019-10-01 18:08:49,1,Like 😘😘,5,Lainnya,like
990,2019-10-01 18:06:53,-1,Sering banget minta update kesel lama lama,2,Tampilan,pinta update kesal
991,2019-10-01 17:46:10,-1,kok update trus,1,Tampilan,update
992,2019-10-01 16:47:57,-1,Masa setiap masuk minta update trus sihhh.. ga ad abis2ny.,1,Tampilan,masuk pinta update sihh habis
993,2019-10-01 16:05:18,1,Sangat bagus,5,Lainnya,bagus
994,2019-10-01 13:08:00,1,Tolong dong diberi tahu cara untuk mendapatkan poin dan voucher gimana? Baru nginstal soalnya,4,Lainnya,poin menginstall
995,2019-10-01 11:06:34,-1,Baru d instal udah minta update,2,Tampilan,install udah pinta update
996,2019-10-01 08:42:43,1,Best,5,Lainnya,best
997,2019-10-01 07:58:00,1,So far so good,5,Lainnya,so far so good
998,2019-10-01 07:55:45,1,Lengkap murah dan pengiriman cepat. Serta packing yg rapi,5,Layanan,lengkap murah cepat packing rapih
999,2019-10-01 02:01:21,1,good app!,5,Lainnya,good
1000,2019-10-01 00:08:55,1,Kerenlah,5,Lainnya,keren
1001,2019-09-30 21:25:32,1,"agak lemot pas searching, pke indihome",4,Lainnya,searching indihome
1002,2019-09-30 19:09:59,1,Sangat bagusss,5,Lainnya,baguss
1003,2019-09-30 17:26:16,-1,Aku pengguna baru dan susah banget mau buat review. Selalu not responding ketika memilih produk. Padahal pengen coba pake soco ini.,1,Tampilan,sulit not responding pilih produk ken soco
1004,2019-09-30 16:27:41,0,updatean nya maksa banget sih. jadi bikin males buka apps soco,3,Tampilan,update maksa males buka soco
1005,2019-09-30 12:49:34,1,Lengkap dan original semenarik itu isi dari aplikasinya banyak juga artikel menarik ilaffyouuuuu somuch so.co!!!!!,5,Produk,lengkap original tarik isi artikel tarik love you so much
1006,2019-09-30 10:59:40,1,Bagus,5,Lainnya,bagus
1007,2019-09-30 09:56:07,1,Thankyouuu! You are exist,5,Lainnya,you are exist
1008,2019-09-30 02:13:11,1,Rekomen parah,5,Lainnya,recommended parah
1009,2019-09-29 21:29:43,0,Susah log in,3,Tampilan,sulit log
1010,2019-09-29 17:32:35,1,Good app,5,Lainnya,good
1011,2019-09-29 14:45:27,0,Kenapa disuruh update teruss,3,Tampilan,suruh update teruss
1012,2019-09-29 13:28:48,-1,Password salah padahal udah aku screenshot pas buat akun. Di reset password gabisa load.,1,Tampilan,salah udah screenshot reset loading
1013,2019-09-29 13:01:33,1,Good,5,Lainnya,good
1014,2019-09-28 20:35:52,1,bintang 4 dlu,4,Lainnya,
1015,2019-09-28 19:52:05,-1,Tai anying app nya🖕🖕🖕🖕🖕,1,Lainnya,tai
1016,2019-09-28 19:45:30,1,Goodd,5,Lainnya,good
1017,2019-09-28 18:30:09,-1,Apk nya gabisa dibuka selalu ada kata maaf apk telah berhenti,1,Tampilan,buka maaf henti
1018,2019-09-28 18:06:38,1,tapi sering update version mulu:(,5,Tampilan,update version
1019,2019-09-28 16:48:58,1,Kutungguuu selaluu diskon dan surprise2 lainnyaaaaa😍😍😍😍😍😍😍,5,Layanan,diskon lainnyaa
1020,2019-09-28 15:33:39,0,"Kenapa sih tiap buka aplikasi sosiolla selalu ada peringatan buat update, padahal baru seminggu di update, suruh update lg. Masa tiap mau belanja harus nunggu aplikasinya di update dulu. Tolong dong perbaikin. Agak mengganggu soalnya",3,Tampilan,buka sosiolla update update perintah update belanja update perbaikin ganggu
1021,2019-09-28 14:03:09,-1,"Baru beberapa hari yg upgrade aplikasinya, sekarang udh harus upgrade lagi",1,Tampilan,upgrade upgrade
1022,2019-09-28 12:23:33,0,Kebanyakan update setiap dibuka minta update dulu,3,Tampilan,update buka pinta update
1023,2019-09-28 10:26:41,1,Saya sedang mencobanya,5,Lainnya,
1024,2019-09-28 09:47:54,0,Cepet banget update aplikasinya,3,Tampilan,cepet update
1025,2019-09-28 09:31:21,1,"membantu ciwi-ciwi banget, suka!",5,Lainnya,bantu wanita suka
1026,2019-09-28 09:27:06,1,Mau belii apa aja enak karna review nya yang banyak dan jelass banget yang pada ngasih review,5,Tampilan,beli
1027,2019-09-28 04:41:06,1,Suka bangett belanja di Sociolla! Produknya dijamin 100% Original. Seneng banget pas udah tau ada aplikasinya walaupun masih Beta version,4,Produk,suka belanja produk jamin  100  original udah beta version
1028,2019-09-27 23:23:40,-1,Knpa gabisa di dwonload yaa ?,1,Lainnya,ya
1029,2019-09-27 19:48:52,-1,"Aplikasi terlalu sering diupgrade, sebaiknya diberi opsi utk upgrade jd aplikasi ttp bisa dibuka walopun tdk diupgrade",2,Tampilan,diupgrade opsi upgrade buka diupgrade
1030,2019-09-27 19:19:59,-1,"Aplikasi sudah mulai stabil tapi sering banget minta update 🙁 padahal aku udah update semua app di Hp min. 2x seminggu karna rutin nebeng WiFi, tetap aja waktu buka app minta update mulu :( Edit: padahal baru kemarin nulis begini ini malah minta update lagi :(",1,Tampilan,stabil pinta update udah update handphone rutin gabung wifi buka pinta update edit nulis pinta update
1031,2019-09-27 17:39:07,-1,"Padahal baru download malah disuruh update yaelah ganggu amat, di playstore pun tak ada updatean nya 😠",1,Tampilan,suruh update payah ganggu update
1032,2019-09-27 17:24:21,1,Bermanfaat sekali untuk para wanita untuk membeli skincare ataupun make up yang original dan berkualitas. Thank u soco🖤,5,Produk,manfaat wanita beli skincare make up original kualitas thank you soco
1033,2019-09-27 15:40:32,1,"ka, kenapa minta update terus sih hampir seminggu sekali , udah gitu tiap milih produk suka susah atau balik lagi ke atas :(",5,Tampilan,pinta update udah produk suka sulit
1034,2019-09-27 15:19:59,-1,Dikit dikit minta update mulu dah,2,Tampilan,dikit dikit pinta update
1035,2019-09-27 13:52:55,1,Good,5,Lainnya,good
1036,2019-09-27 11:59:24,0,Kenapa update mulu sihh:(,3,Tampilan,update
1037,2019-09-27 10:02:22,0,jangan minta update terus dong. terus pt poin ku ilang itu gimana cara balikin nya,3,Tampilan,pinta update pt poin hilang balikin
1038,2019-09-27 09:50:59,1,"Knp yaa SOCO by Sociolla, pembaharuan uplikasi trus? Pdhal baru kemaren pembaharuan dan hari ini pembaharuan lg :(",4,Tampilan,ya soco baharu uplikasi baharu baharu
1039,2019-09-27 09:04:00,0,"Bagus sebenernya aplikasi ini tuh, cuma tolong dong jangan apdate tiap hari masa tiap buka harus apdate aplikasi sih.",3,Tampilan,bagus apdate buka apdate
1040,2019-09-27 07:04:12,1,Aplikasi yang bagus,5,Lainnya,bagus
1041,2019-09-27 07:03:40,1,Belanja smakin mudah dengan soco,5,Layanan,belanja smakin mudah soco
1042,2019-09-27 06:12:16,-1,Update terooooooooossss,1,Tampilan,update
1043,2019-09-27 06:02:24,1,"Suka bgt sm aplikasinya, sering ada discount❤",5,Layanan,suka discount
1044,2019-09-27 04:28:54,1,Sukak sama app ini 💕,5,Lainnya,suka
1045,2019-09-27 03:07:33,1,Yooooo,5,Lainnya,sip
1046,2019-09-26 22:30:03,1,👍👍👍,5,Lainnya,
1047,2019-09-26 21:37:18,1,Luvvvv❤,5,Lainnya,luvv
1048,2019-09-26 21:25:20,1,Mantap,5,Lainnya,mantap
1049,2019-09-26 21:05:50,-1,Masa stuck di pemberitahuan scan kodq qr doang. Di apain juga ga bisa ilang pemberitahuannya. Cuma bisa liat horoskopnya doang ya buat apaan. Udah di reinstal juga sama aja. Mau pencet home aja ga bisa. Gimana sih mau belanja jadi udah emosi duluan.,1,Tampilan,stuck pemberitahuan scan kode qr doang apain hilang pemberitahuannya lihat horoskop doang ya udah reinstall tekan home belanja udah emosi duluan
1050,2019-09-26 17:42:48,1,Sip,5,Lainnya,sip
1051,2019-09-26 13:06:00,-1,Masukin email katanya sudah terdaftar pdhal belum akun ga pernah di gunain aduh sociolla uninstall dech,1,Tampilan,masuk email daftar kecewa uninstall
1052,2019-09-26 10:40:54,1,Aplikasi yang bagussss ... banyak diskon pulaaaaa,5,Layanan,bagus diskon
1053,2019-09-25 15:47:50,0,Kenapa tidak ada track pengiriman nya jd tidak aman kalau ngecek paket kita sudah sampai mana,3,Tampilan,track aman ecek paket
1054,2019-09-25 12:04:37,1,Mantappppp,5,Lainnya,mantap
1055,2019-09-25 11:46:52,1,"Banyak discount, pelayanannya cepat, sering ada event yang seru",5,Layanan,discount layan cepat event seru
1056,2019-09-25 00:26:54,1,Baguuus tapi pengirimannya lamaaa banget,4,Layanan,bagus lambat
1057,2019-09-24 15:42:03,1,Banyak diskonnya. Tapi karena belum beli baru liat liat catalogny aja saya kasi bintang 4. Btw lain kali brand lokal banyakin ya soco karena masih byk brand lokal diluar sana yg belum tersedia di aplikasi dan coba lain kali ngadain share in jar produk highend kayanya bikin tertarik para member deh.,4,Produk,diskon beli lihat lihat katalog brand lokal ya soco brand lokal sedia share jar produk highend tarik member
1058,2019-09-24 11:18:32,1,"Aplikasinya bagus buat referensi"" makeup dan skincare",5,Produk,bagus referensi makeup skincare
1059,2019-09-24 08:11:14,1,good,5,Lainnya,good
1060,2019-09-24 07:39:29,0,"Untuk barang barang yg di beli emang ga pernah mengecewakan socialla itu, cumaaaaa kenapa minta update muluuu tiap buka soco selalu minta update",3,Tampilan,beli kecewa socialla pinta update buka soco pinta update
1061,2019-09-24 06:23:27,1,Sangatt kerenn,5,Lainnya,keren
1062,2019-09-24 05:17:26,-1,Ini App sering banget upgradenya tapi cuma gitu2 aja. Banyak bugs nya juga jadi gak optimal,2,Tampilan,upgradenya gitu 2  bugs optimal
1063,2019-09-24 01:46:51,1,Good!!,5,Lainnya,good
1064,2019-09-23 20:03:39,1,Bagus koq tp update terus :(,4,Lainnya,bagus update
1065,2019-09-23 18:22:02,-1,Dikit2 update.masak tiap hari update,1,Tampilan,dikit update masak update
1066,2019-09-23 00:04:58,0,Ok,3,Lainnya,
1067,2019-09-22 22:15:29,1,"Ngebantu banget aplikasinya buat aku yg suka buat review disoco,💖 sukses terus sociolla dan jgn lupa hadirkan jg di app store hehe",5,Tampilan,ngebantu suka soco sukses lupa hadir store
1068,2019-09-22 20:52:30,-1,Daftar gk bisa login gabisa gimana ya ??,2,Tampilan,daftar ya
1069,2019-09-22 19:21:49,1,Sukak,5,Lainnya,suka
1070,2019-09-22 16:56:10,-1,knp ga bisa dipake sih aplikasinya,1,Lainnya,
1071,2019-09-22 14:38:09,1,Aplikasi yang bagus untuk pemula pemakai skincare👍👍,5,Produk,bagus skincare
1072,2019-09-22 11:57:24,-1,Stiap dibuka mnta di upgrate mlu,1,Tampilan,buka upgrate mlu
1073,2019-09-22 07:27:13,0,"Updateeee terus , klo ga di update ga bisa dibuka. Hmm abis""in ruang aja",3,Tampilan,update update buka hmm habis ruang
1074,2019-09-21 19:06:53,1,Load nya berat,4,Tampilan,loading
1075,2019-09-21 16:59:28,1,Sejauh ini bagus,5,Lainnya,bagus
1076,2019-09-21 12:36:13,1,"Biasa aja sih sebenarnya.. terkadang ada kekurangan dalam aplikasinya Krn kdg2 log in nya susah, tp utk pemesanan barang blm pernah dikecewakan sih.. selalu praktis.. itu aja dulu heheh.",4,Tampilan,log sulit mesan kecewa praktis
1077,2019-09-21 11:43:03,1,"beli produk make up, skincare, atau yang lain di sociolla emang ga mengecewakan sih. Produk nya asli semua, cepet juga pengiriman nya ke jakarta cuma 2-3 hari gitu, terus juga di app ini banyak informasi ttg kesehatan dan kecantikan yang sangat membantu. Pokoknya emang the best deh soco",5,Produk,beli produk make up skincare kecewa produk cepet jakarta  2 - 3  informasi sehat cantik bantu pokok best soco
1078,2019-09-21 07:44:35,1,Aplikasinya bagus,4,Lainnya,bagus
1079,2019-09-21 07:13:54,1,Sejauh ini puas sih pengiriman nya cepet banget dan barang nya ori,5,Layanan,puas cepet original
1080,2019-09-21 06:51:59,0,"Pembaruan terus:"")",3,Tampilan,
1081,2019-09-21 03:33:46,1,tempat belanja paling trusted deh,5,Lainnya,belanja trusted
1082,2019-09-21 03:33:15,1,tempat berbelanja paling trusted pokoknya... gabakal nyesel deh. shipping jugaa cepat dan barang sampe dengan selamat,5,Layanan,belanja trusted pokok gabakal sesal shipping jugaa cepat sampe selamat
1083,2019-09-20 19:08:09,1,Suka banget dan emang selalu beli produk skincare di sociolla,5,Produk,suka beli produk skincare
1084,2019-09-20 14:32:04,-1,"sumpah ya apaansi ni aplikasi, awalnya si fine2 aja makin kesini mnta diupgrade terus baru bgt diupgrade pas dbuka mnta diupgrade lg. Padahal sering belanja disni payah uninstall deh, dtambah lagi sering ke log out sndri",2,Tampilan,sumpah ya apasih diupgrade diupgrade dbuka diupgrade belanja payah uninstall log out
1085,2019-09-20 12:16:45,-1,Selalu di suruh update,1,Tampilan,perintah update
1086,2019-09-20 11:19:57,1,Good,5,Lainnya,good
1087,2019-09-20 10:24:39,1,"Aplikasinya bagus, ngebantu banget buat cari rekomendasi produk2 kosmetik, banyak tips kecantikan dan promo2 menarik",4,Produk,bagus ngebantu cari rekomendasi produk kosmetik tips cantik promo 2  tarik
1088,2019-09-20 09:23:35,1,👌,5,Lainnya,
1089,2019-09-20 00:13:29,1,ok aj,5,Lainnya,
1090,2019-09-19 22:17:23,1,Top,5,Lainnya,mantap
1091,2019-09-19 19:53:12,-1,Ga suka terlalu sering update jadi klo mau buka aplikasi harus update dlu maaf uninstal,1,Tampilan,suka update buka update maaf uninstall
1092,2019-09-19 17:13:35,1,Tempat belanja yg terpecaya,5,Lainnya,belanja terpecaya
1093,2019-09-19 16:09:59,0,Suka sih sama aplikasinya. Jadi lebih mudah ngakses SOCO. Tapi why oh why harus rajin banget ngapdet? Hiks,3,Tampilan,suka mudah ngakses soco why oh why rajin update sedih
1094,2019-09-19 13:45:44,1,👍👍,5,Lainnya,
1095,2019-09-19 10:37:43,1,Belanja make up dan skincare jadi lebih mudah 😍,5,Lainnya,belanja make up skincare mudah
1096,2019-09-19 09:06:37,-1,Gila minta update muluu keselll,1,Tampilan,gila pinta update kesal
1097,2019-09-19 08:34:05,1,App yang jeren. Pengirimannya cepat dan murah2 lagi :))),5,Layanan,keren cepat murah
1098,2019-09-19 05:23:32,1,Sukak,5,Lainnya,suka
1099,2019-09-19 02:39:54,-1,"Setiap buka app selalu minta update , helloooo",1,Tampilan,buka pinta update
1100,2019-09-18 22:42:07,1,one of my fav app,4,Lainnya,one of my fav
1101,2019-09-17 23:29:52,1,baik,5,Lainnya,
1102,2019-09-17 19:05:53,1,Ntapss,5,Lainnya,mantap
1103,2019-09-17 12:29:04,1,Review para pengguna sangat membantu,5,Tampilan,bantu
1104,2019-09-17 11:20:59,-1,Hrus update trs apk nya,1,Tampilan,update
1105,2019-09-17 07:19:17,-1,"kenapa ya setiap mau log in selalu ada peringatan ""salahpasword/email/username"" padahal kau baru bikin dan gaada yang salah",1,Tampilan,ya log salahpasword email username kau salah
1106,2019-09-17 01:13:00,1,good 👌👌👌👌👌👌,5,Lainnya,good
1107,2019-09-17 00:36:50,1,"Aplikasinya ngebantu bangett, kita jadi bisa tau review dari orang orang tentang suatu produkk, luvv banget",5,Tampilan,ngebantu produk love
